
29 May 2017
9:00 social
12:00 pause
15:50 code
17:05 pause
17:15 code
18:00 pause
18:15 code
18:30 pause
18:40 code
19:25 pause
20:30 left

30 May 2017
14:05 pause
15:30 code
16:15 pause
16:30 code
17:05 pause
17:15 code
18:00 pause
18:10 code
18:50 pause
20:45 left

31 May 2017
14:00 code
14:40 pause
15:10 code
15:40 pause
16:00 code
16:30 pause
17:40 code
18:05 pause
18:15 code
19:00 pause
20:15 code
21:10 left

1 Jun 2017
12:30 pause
14:50 code
15:20 pause
15:30 code
16:35 pause
17:00 code
17:30 pause
20:00 code
20:20 pause
21:30 left

2 Jun 2017
13:40 pause
15:00 code
15:40 pause
15:50 code
16:40 pause
17:35 pause
18:20 code
18:30 pause
18:40 code
19:50 left

3 Jun 2017
13:30 pause
15:25 code
16:05 pause
16:15 code
17:20 pause
18:50 code
19:10 pause
20:50 left

4 Jun 2017
13:20 pause
15:00 code
15:40 pause
15:50 code
16:20 pause
17:40 code
18:05 pause
18:30 left
