
15 Jan 2017
14:00 pause
15:45 code
16:15 pause
16:25 code
17:40 pause
17:50 code
19:20 pause
20:40 left

16 Jan 2017
10:50 pause
11:40 code
11:50 pause
12:20 code
12:45 lunch
14:00 code
14:45 pause
14:55 code
16:10 pause
16:20 code
16:50 pause
17:00 code
17:35 left

17 Jan 2017
13:50 pause
14:20 diff
16:50 code
17:45 pause
18:00 code
18:50 pause
19:05 code
19:45 pause
20:30 left

18 Jan 2017
13:00 pause
13:40 code
14:35 pause
15:00 code
16:15 pause
16:40 code
17:20 pause
17:30 code
18:10 left

19 Jan 2017
13:30 social
15:15 pause
17:30 papers
18:25 pause
18:50 papers
19:15 pause
19:25 papers
20:00 pause
20:15 code
21:10 pause
21:30 left

20 Jan 2017
14:10 pause
17:00 code
18:00 pause
18:20 papers
19:00 pause
19:10 papers
19:35 pause
19:50 code
20:10 left

21 Jan 2017
15:30 pause
17:00 paper
18:00 pause
18:30 paper
18:55 pause
19:55 left
