
5 Jun 2017
14:00 pause
16:20 code
17:10 pause
21:00 left

6 Jun 2017
14:00 pause
14:45 code
15:10 pause
15:20 code
16:00 pause
16:10 code
17:00 pause
17:40 code
18:15 pause
18:25 code
19:00 pause
20:10 code
21:55 left

7 Jun 2017
12:00 pause
14:30 code
14:55 pause
16:45 code
17:30 pause
17:40 code
18:20 pause
19:40 code
20:50 left

8 Jun 2017
11:00 social
12:30 pause
13:25 code
14:00 pause
14:30 code
15:20 pause
15:40 code
16:15 pause
19:30 left

9 Jun 2017
14:15 pause
15:00 code
15:20 pause
15:30 code
16:15 pause
16:25 code
17:15 pause
18:50 code
20:00 pause
20:15 code
20:25 pause
22:00 left

10 Jun 2017
15:00 code
15:15 pause
16:30 code
16:55 pause
17:00 code
17:35 pause
18:05 code
18:40 pause
18:50 code
19:40 pause
19:50 code
20:20 pause
21:10 code
22:00 pause
22:05 left

11 Jun 2017
14:40 pause
16:05 code
17:10 pause
17:20 code
18:10 pause
19:25 code
20:00 pause
21:25 left
