
5 Dec 2016
11:30 pause
14:00 code
14:15 papers
14:45 pause
15:25 code
16:40 lunch
17:10 code
18:05 pause
18:15 code
19:15 pause
20:30 code
21:00 pause
22:00 left

6 Dec 2016
10:30 meeting UoM
12:25 pause
14:25 code
15:55 pause
16:10 code
16:40 pause
16:45 code
17:30 pause
19:00 papers
19:20 left

7 Dec 2016
13:00 pause
14:10 code
14:30 pause
14:45 code
14:50 papers
16:05 pause
16:15 papers
17:00 pause
18:50 code
19:30 pause
20:00 code
20:30 pause
20:40 code
22:00 left

8 Dec 2016
12:40 pause
13:35 code
13:55 lunch
15:15 code
17:00 pause
17:15 code
18:10 pause
19:30 code
20:00 pause
20:30 code
21:00 left

9 Dec 2016
15:30 code
15:45 pause
16:10 papers
16:40 pause
17:00 papers
17:45 pause
18:15 papers
18:30 pause
19:20 papers
20:00 pause
20:40 papers
20:50 left

11 Dec 2016
14:00 lunch
15:50 code
16:30 left
