
4 Oct 2017
10:00 pause
10:40 code
12:10 pause
12:30 code
13:15 pause
13:25 code
14:25 lunch
15:50 code
16:20 pause
16:30 code
18:10 pause
18:20 code
19:15 pause
19:25 code
19:40 pause
20:10 left

5 Oct 2017
15:00 pause
15:20 code
16:05 pause
16:40 code
17:50 pause
18:00 code
19:05 pause
19:25 left

6 Oct 2017
9:00 social
11:20 pause
12:30 code
12:50 lunch
14:50 code
15:35 pause
15:45 code
16:20 pause
16:30 code
18:00 pause
18:50 left

7 Oct 2017
10:25 pause
11:20 code
11:45 pause
12:40 left

8 Oct 2017
12:00 pause
15:20 code
16:00 pause
16:05 code
16:40 pause
18:15 left

9 Oct 2017
11:45 pause
13:50 social
16:00 pause
16:40 code
17:00 pause
17:20 code
17:55 pause
18:05 code
18:35 pause
18:45 code
20:00 left

10 Oct 2017
9:00 pause
10:15 code
10:25 pause
10:50 code
11:40 pause
11:50 code
12:40 pause
13:30 lunch
15:10 pause
15:30 social
16:20 pause
16:30 code
17:25 pause
17:35 code
17:50 pause
18:55 code
19:15 left

11 Oct 2017
8:15 pause
14:40 code
15:10 pause
16:30 code
17:30 pause
18:00 social
19:45 pause
20:00 left

12 Oct 2017
15:20 pause
15:40 code
16:30 pause
16:40 code
17:10 pause
17:20 lecture
19:20 pause
19:40 code
20:35 left

13 Oct 2017
11:20 pause
12:00 code
12:10 pause
12:20 code
13:30 pause
13:40 code
14:50 pause
15:00 code
15:10 pause
15:50 code
16:40 pause
16:50 code
17:05 pause
17:20 code
18:50 pause
19:25 left

16 Oct 2017
10:40 social
12:00 pause
14:00 code
14:50 pause
15:00 code
15:50 pause
16:10 code
17:10 pause
18:15 left

17 Oct 2017
13:00 code
13:15 pause
13:40 code
14:20 social
15:50 pause
16:20 code
17:15 pause
17:30 code
19:05 pause
19:35 code
20:05 left

18 Oct 2017
15:20 pause
15:40 documents
16:00 code
16:20 pause
17:00 code
17:10 pause
21:00 left

19 Oct 2017
12:50 pause
13:20 code
14:00 pause
14:20 code
15:20 pause
15:30 code
16:10 pause
16:20 code
16:30 pause
18:00 code
18:40 pause
20:20 left

20 Oct 2017
7:00 pause
8:00 code
10:10 pause
10:30 social
12:00 pause
18:50 code
19:30 pause
20:10 code
20:40 pause
20:50 code
21:20 pause
22:15 left

21 Oct 2017
20:00 pause
21:50 left

23 Oct 2017
16:10 pause
16:30 code
16:50 pause
17:20 code
18:00 pause
22:00 left

24 Oct 2017
7:00 pause
8:25 papers
9:10 pause
10:30 social
14:45 pause
16:00 left

25 Oct 2017
15:20 pause
16:00 code
16:50 pause
17:00 code
17:30 pause
17:40 code
18:30 pause
18:50 code
19:25 pause
20:05 left

26 Oct 2017
8:20 pause
10:40 papers
11:30 pause
11:45 lunch
18:00 pause
20:00 code
20:25 pause
20:40 code
21:25 pause
21:35 code
22:25 left

27 Oct 2017
7:40 pause
8:50 stuff
11:00 code
11:35 pause
11:45 code
12:40 pause
13:00 code
13:25 lunch
13:35 code
14:10 lunch
19:00 code
19:35 pause
20:00 code
20:10 pause
22:55 left

28 Oct 2017
18:40 pause
20:00 code
20:55 pause
21:20 code
22:20 pause
22:30 code
23:00 left

29 Oct 2017
18:00 code
19:00 pause
19:20 code
20:10 pause
21:00 code
22:00 pause
22:05 left

30 Oct 2017
15:20 code
15:55 pause
17:30 code
18:00 pause
19:30 left

31 Oct 2017
8:10 code
8:30 pause
11:30 code
12:00 pause
15:00 code
16:00 pause
16:30 code
17:30 pause
18:30 left

