
20 Feb 2017
9:05 pause
9:55 code
10:30 pause
10:40 code
11:50 pause
12:20 code
12:50 pause
13:10 code
14:00 pause
14:15 code
14:50 pause
15:00 code
15:50 pause
16:00 code
16:30 pause
16:45 code
18:45 pause
19:20 left

21 Feb 2017
10:00 pause
11:15 code
12:15 lunch
13:20 code
14:20 pause
15:00 code
16:00 pause
16:10 code
17:05 pause
17:20 papers
17:50 left

22 Feb 2017
10:40 pause
11:20 code
11:45 pause
12:25 code
13:00 pause
13:35 code
14:10 pause
14:20 code
15:15 pause
15:35 code
16:40 pause
16:50 code
17:40 pause
18:15 left

23 Feb 2017
9:10 pause
9:50 code
10:40 pause
11:05 code
11:55 pause
12:30 code
12:50 pause
13:00 code
14:10 pause
14:35 code
15:40 pause
16:00 code
16:15 pause
16:20 code
17:30 pause
17:40 code
18:15 pause
18:25 code
19:10 left

24 Feb 2017
10:20 pause
13:00 left

25 Feb 2017
15:30 pause
17:30 left

26 Feb 2017
11:50 pause
13:30 code
14:05 pause
14:35 code
15:10 pause
15:20 code
16:20 lunch
16:40 code
17:15 pause
17:25 code
18:40 left


