
13 Feb 2017
8:40 pause
9:00 code
9:30 pause
11:30 social
13:00 pause
13:00 pause
14:20 code
15:20 pause
15:30 code
16:00 pause
16:15 code
16:55 pause
17:00 code
18:20 left

14 Feb 2017
9:15 pause
11:05 code
11:50 pause
12:20 code
13:45 pause
14:20 code
15:05 pause
15:15 code
16:35 pause
16:45 code
17:40 pause
17:50 code
18:00 left

15 Feb 2017
10:20 pause
11:30 code
12:10 pause
12:35 code
13:40 lunch
14:30 code
15:20 pause
15:55 code
17:05 pause
17:25 code
18:15 pause
18:50 left

16 Feb 2017
8:35 pause
10:00 social
11:30 pause
12:20 code
12:50 pause
13:30 code
14:00 pause
14:20 code
15:05 pause
15:15 code
17:10 pause
17:20 code
18:00 left

17 Feb 2017
8:55 pause
11:10 code
12:55 pause
13:10 code
13:25 pause
14:45 code
16:25 pause
16:35 code
17:15 pause
17:55 code
19:02 pause
19:15 left

18 Feb 2017
10:00 pause
10:40 code
11:25 pause
11:35 code
12:20 pause
12:30 code
13:35 pause
14:20 code
14:40 pause
14:50 code
15:35 pause
16:40 code
17:50 pause
18:00 code
19:35 pause
20:05 left

19 Feb 2017
11:00 pause
11:40 code
12:10 pause
12:20 code
13:05 pause
13:25 code
14:40 pause
14:55 code
15:30 pause
16:00 code
17:00 pause
17:10 code
18:10 pause
18:20 code
19:10 pause
19:30 code
20:05 left
