
13 Mar 2017
10:30 pause
10:50 code
11:30 pause
11:50 code
13:10 pause
13:20 code
14:45 lunch
15:10 code
16:10 pause
16:20 code
17:20 pause
17:40 code
18:10 pause
19:30 code
20:00 pause
20:10 code
21:15 left

14 Mar 2017
12:20 pause
13:10 code
14:00 pause
14:10 code
15:10 pause
17:00 code
17:45 pause
18:00 code
18:55 pause
20:10 code
20:55 pause
21:00 left

15 Mar 2017
10:50 code
11:05 pause
11:20 code
12:10 pause
13:30 code
14:20 pause
14:35 code
15:35 pause
15:45 code
16:00 pause
16:10 code
16:45 pause
17:00 code
17:50 pause
18:50 left

16 Mar 2017
13:40 pause
14:40 lunch
16:00 pause
16:10 code
17:05 left

17 Mar 2017
10:40 pause
11:30 code
12:00 pause
13:00 social
14:30 pause
16:00 code
16:25 pause
19:25 left

18 Mar 2017
13:40 pause
16:00 code
17:40 pause
17:50 code
18:50 pause
20:40 left

19 Mar 2017
13:30 code
14:00 pause
18:20 code
19:30 left

