
10 Apr 2017
11:50 pause
12:20 code
12:30 pause
13:30 code
14:00 pause
14:30 code
15:15 lunch
16:00 code
16:20 social
17:10 pause
18:15 code
18:30 pause
19:35 left

11 Apr 2017
12:00 pause
15:30 code
16:50 pause
17:00 code
17:55 pause
18:40 left

12 Apr 2017
10:20 pause
10:50 code
11:45 pause
13:50 code
14:35 pause
15:00 code
15:40 pause
17:10 left

13 Apr 2017
11:30 pause
13:40 code
14:30 pause
14:50 code
15:20 pause
15:40 code
16:35 pause
17:00 code
17:50 pause
18:00 code
18:20 left

14 Apr 2017
11:30 pause
12:10 code
12:55 pause
16:20 left

15 Apr 2017
16:30 pause
17:20 code
18:00 pause
18:20 code
18:50 pause
19:50 left

16 Apr 2017
15:25 pause
16:40 code
16:45 pause
18:00 left


