
6 Mar 2017
9:00 pause
10:00 code
10:50 pause
11:50 code
12:20 pause
12:30 code
13:05 social
14:20 code
15:00 pause
15:30 papers
15:50 pause
17:10 code
18:50 pause
19:40 code
20:15 left

7 Mar 2017
11:55 pause
14:10 code
15:00 pause
15:20 code
16:20 pause
16:30 code
17:10 pause
18:30 code
18:45 pause
18:55 code
19:30 pause
19:40 left

8 Mar 2017
8:45 code
8:55 pause
9:40 code
11:05 pause
11:55 lunch
13:30 code
14:05 pause
14:20 code
14:45 pause
15:35 code
16:10 pause
16:20 code
17:35 pause
17:45 code
19:20 pause
20:00 left

9 Mar 2017
10:05 pause
12:10 social
15:30 lunch
16:10 papers
17:10 code
18:25 pause
18:40 code
19:05 pause
19:20 code
19:50 pause
21:35 left

10 Mar 2017
11:30 pause
12:20 code
12:40 pause
13:15 social
14:15 pause
15:40 code
16:10 pause
16:35 code
17:20 pause
18:00 code
18:15 pause
18:50 code
19:10 pause
19:20 code
20:00 pause
20:40 left

11 Mar 2017
13:05 pause
14:10 lunch
15:10 pause
15:40 code
16:00 pause
16:10 code
16:55 pause
17:45 code
18:00 pause
18:10 code
18:50 pause
19:50 code
20:30 pause
20:40 code
21:30 pause
22:10 left

12 Mar 2017
12:30 pause
14:50 code
18:00 left

